# written by JpsCoreStyleTrajectoryWriter
#framerate: 10
#unit: m
1	0	55.13727352125449	102.74194267602005	0	0.3	0.3	-126.51096856737162	0.4
2	0	54.71553242320638	103.4441649910462	0	0.3	0.3	53.26114295549193	0.4
3	0	51.06534576189501	101.38594158994385	0	0.3	0.3	46.828572004328436	0.4
4	0	50.2155068641877	101.80694194361843	0	0.3	0.3	77.09161898118462	0.4
5	0	52.136661124583426	101.24638430711778	0	0.3	0.3	-49.27802154982896	0.4
6	0	52.621534766874916	102.87328239045048	0	0.3	0.3	31.23717709320847	0.4
7	0	55.13901821274602	101.916396851842	0	0.3	0.3	63.54895323040731	0.4
8	0	51.96770770499823	102.21394534281352	0	0.3	0.3	-175.53599258617555	0.4
9	0	51.79911683015231	103.01234886380688	0	0.3	0.3	56.197959302319795	0.4
10	0	53.75616084590296	103.32830401393653	0	0.3	0.3	-41.92027553579327	0.4
11	0	54.13374210384774	101.58277633779666	0	0.3	0.3	-79.83473660315084	0.4
12	0	55.7134420781551	100.76476769642878	0	0.3	0.3	16.052618722930756	0.4
13	0	51.33473202369376	103.0636632982968	0	0.3	0.3	127.43498792559437	0.4
14	0	55.743262867684955	103.0189351412626	0	0.3	0.3	-10.217554296855912	0.4
15	0	52.11060837006163	102.66589656415242	0	0.3	0.3	2.6923403943261546	0.4
16	0	50.52379995762794	101.40068002033416	0	0.3	0.3	15.402600024636586	0.4
17	0	52.152529090896245	101.76358669416982	0	0.3	0.3	-5.293619050048474	0.4
18	0	53.3220641493882	103.71074092142653	0	0.3	0.3	57.88632842224685	0.4
19	0	51.198389872110106	102.46627320567816	0	0.3	0.3	92.16029331264255	0.4
20	0	54.10935681438684	103.72782368308269	0	0.3	0.3	47.74204368850433	0.4
21	0	50.842799015713176	103.15533117434101	0	0.3	0.3	176.5825644872134	0.4
22	0	52.686646690820716	101.57467162293776	0	0.3	0.3	12.561256213930557	0.4
23	0	53.86472246975427	102.10453851927471	0	0.3	0.3	-9.911475169987277	0.4
24	0	54.31931340447307	102.99807501814114	0	0.3	0.3	-8.411025613314717	0.4
25	0	53.295929112393395	100.21419091505085	0	0.3	0.3	-32.63423832331107	0.4
26	0	53.172494042546916	102.44299426222001	0	0.3	0.3	-9.543483699830233	0.4
27	0	50.52726450719858	102.57788925159436	0	0.3	0.3	156.35282118137982	0.4
28	0	54.388317608172294	100.70209315252582	0	0.3	0.3	83.96038256625667	0.4
29	0	55.197038351711576	100.36924250708726	0	0.3	0.3	-34.74195249256738	0.4
30	0	52.656517867486755	102.20359407292156	0	0.3	0.3	22.32688020993996	0.4
31	0	53.79845509252468	101.17299066157385	0	0.3	0.3	-116.24334358639939	0.4
32	0	52.682750840128016	100.48191668460407	0	0.3	0.3	-38.780571831859454	0.4
33	0	55.250987990092646	103.58733041478459	0	0.3	0.3	42.546056360751514	0.4
34	0	54.591132058059785	101.82598153020835	0	0.3	0.3	82.59787544405127	0.4
35	0	51.60963652741323	101.58578669068035	0	0.3	0.3	3.8440066261080625	0.4
36	0	53.696914244931364	102.67829100904146	0	0.3	0.3	-1.3563585875712394	0.4
37	0	54.88478880803379	101.38063643026442	0	0.3	0.3	16.935209350109197	0.4
38	0	54.643171613494765	100.21930774311714	0	0.3	0.3	76.25188905351146	0.4
39	0	52.16638027370863	100.30748069208848	0	0.3	0.3	-87.99899951269263	0.4
